               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.080022,             0.10925,            0.023502,             0.31422,             0.16087,             0.15957,            0.051658,            0.076836,            0.074707,             0.02214,            0.006832,            0.006832,            0.006832
                  18,            0.079907,             0.10855,            0.023317,             0.30106,             0.19121,             0.16786,            0.057633,            0.075952,            0.075218,            0.021519,            0.006634,            0.006634,            0.006634
                  19,            0.079246,             0.11135,            0.022869,             0.28839,             0.18565,             0.17509,            0.060545,            0.075496,            0.074764,            0.021238,            0.006436,            0.006436,            0.006436
                  20,            0.078288,             0.10847,            0.022036,             0.28735,             0.17641,             0.15695,            0.056897,            0.076257,            0.074589,            0.022245,            0.006238,            0.006238,            0.006238
                  21,            0.077878,             0.10818,            0.021964,             0.31989,             0.21826,             0.17787,            0.062247,            0.074516,             0.07473,            0.021355,             0.00604,             0.00604,             0.00604
                  22,            0.077071,              0.1073,            0.021317,             0.28023,              0.2518,             0.19164,            0.067033,            0.074204,            0.074253,            0.020293,            0.005842,            0.005842,            0.005842
                  23,            0.076705,             0.10797,             0.02138,             0.35124,             0.23105,             0.19172,            0.065284,            0.073941,            0.075775,            0.020098,            0.005644,            0.005644,            0.005644
                  24,            0.076431,             0.10835,            0.020882,             0.29294,              0.2225,             0.20586,            0.077251,            0.074264,            0.073875,            0.019723,            0.005446,            0.005446,            0.005446
                  25,            0.076589,              0.1065,            0.020816,             0.31294,             0.25169,             0.20579,            0.077913,            0.073743,            0.073856,            0.018482,            0.005248,            0.005248,            0.005248
                  26,             0.07552,             0.10667,            0.020408,             0.33407,             0.21784,             0.19696,            0.073224,             0.07321,            0.073994,            0.018967,             0.00505,             0.00505,             0.00505
                  27,            0.075354,              0.1082,            0.020422,             0.30346,             0.22823,             0.21019,            0.081867,            0.073241,            0.074249,            0.019274,            0.004852,            0.004852,            0.004852
                  28,            0.075086,             0.10913,            0.020188,             0.36731,             0.24818,              0.2068,             0.08168,             0.07387,            0.074879,             0.01964,            0.004654,            0.004654,            0.004654
                  29,             0.07469,             0.11054,            0.019792,             0.39676,             0.24556,             0.23293,            0.088457,            0.071701,            0.074905,            0.018343,            0.004456,            0.004456,            0.004456
                  30,            0.074993,             0.10702,            0.019899,             0.36328,             0.24779,             0.22743,            0.083389,            0.071467,             0.07515,             0.01767,            0.004258,            0.004258,            0.004258
                  31,            0.074246,             0.10905,            0.019461,             0.39535,             0.23896,              0.2349,             0.08887,             0.07136,             0.07349,            0.019395,             0.00406,             0.00406,             0.00406
                  32,            0.073968,             0.10656,            0.019089,             0.42734,             0.24323,             0.25177,             0.10261,            0.071042,            0.073883,            0.018338,            0.003862,            0.003862,            0.003862
                  33,            0.073662,              0.1064,            0.019182,             0.40062,             0.26414,             0.24621,            0.096405,            0.070181,            0.074047,            0.017352,            0.003664,            0.003664,            0.003664
                  34,            0.073461,             0.10914,            0.018832,             0.42529,             0.24963,             0.26763,             0.10439,            0.070379,            0.073219,            0.017599,            0.003466,            0.003466,            0.003466
                  35,            0.072822,             0.10618,            0.018817,             0.38003,             0.25829,             0.25489,             0.10338,            0.069864,            0.074059,            0.017237,            0.003268,            0.003268,            0.003268
                  36,             0.07311,             0.10629,            0.018651,             0.40334,             0.25746,             0.26171,             0.10891,            0.069949,            0.073185,            0.016821,             0.00307,             0.00307,             0.00307
                  37,            0.072648,             0.10571,            0.018486,             0.42867,             0.25429,               0.254,             0.10438,            0.069943,            0.073715,            0.018958,            0.002872,            0.002872,            0.002872
                  38,            0.073143,             0.10729,            0.018208,              0.3474,              0.2728,              0.2544,              0.1056,            0.069666,            0.073265,            0.016397,            0.002674,            0.002674,            0.002674
                  39,            0.072527,             0.10652,            0.018214,             0.37705,             0.28394,             0.25962,             0.10443,            0.069858,            0.073151,            0.016187,            0.002476,            0.002476,            0.002476
                  40,            0.071829,             0.10608,            0.018018,             0.41733,             0.28394,             0.27645,             0.10861,            0.069299,            0.073181,             0.01721,            0.002278,            0.002278,            0.002278
                  41,            0.071797,             0.10612,            0.018047,             0.38089,             0.25644,             0.26062,             0.10989,            0.069335,            0.073421,            0.016834,             0.00208,             0.00208,             0.00208
                  42,            0.072339,             0.10714,             0.01808,             0.40876,             0.29057,             0.27625,             0.11427,            0.069027,            0.073406,            0.016644,            0.001882,            0.001882,            0.001882
                  43,            0.071759,             0.10782,            0.017876,             0.39808,             0.29297,             0.27719,             0.11225,            0.068895,            0.073875,            0.016344,            0.001684,            0.001684,            0.001684
                  44,            0.071714,             0.10688,            0.017709,             0.41038,             0.29779,             0.27853,             0.11328,            0.068702,            0.073574,            0.016045,            0.001486,            0.001486,            0.001486
                  45,            0.071747,             0.10688,            0.017745,             0.38864,             0.27735,             0.26544,             0.10717,            0.068679,            0.073246,            0.015882,            0.001288,            0.001288,            0.001288
                  46,            0.071579,             0.10659,            0.017653,              0.4501,             0.26029,             0.28548,             0.11186,            0.068426,            0.074211,            0.015791,             0.00109,             0.00109,             0.00109
                  47,            0.071286,             0.10403,             0.01766,             0.44753,             0.25671,             0.29056,             0.11858,            0.068587,            0.073551,            0.015944,            0.000892,            0.000892,            0.000892
                  48,             0.07155,             0.10582,            0.017697,             0.40811,             0.28581,             0.29095,             0.12024,            0.068398,            0.073715,            0.016264,            0.000694,            0.000694,            0.000694
                  49,            0.070716,              0.1056,            0.017381,             0.39852,             0.30088,             0.29199,             0.11912,            0.068135,            0.073524,            0.016216,            0.000496,            0.000496,            0.000496
