               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,             0.06453,            0.042826,             0.01286,             0.36453,             0.22032,             0.20678,            0.079469,            0.063656,            0.027094,            0.011852,           0.0084655,           0.0084655,           0.0084655
                  33,            0.063948,            0.041413,             0.01283,             0.37823,              0.2224,             0.20901,             0.08242,            0.063488,            0.026941,            0.011297,            0.008416,            0.008416,            0.008416
                  34,            0.063676,            0.041644,            0.012573,              0.3801,             0.20992,             0.19766,              0.0778,            0.063393,             0.02717,            0.011075,           0.0083665,           0.0083665,           0.0083665
                  35,            0.063338,            0.040399,            0.012122,             0.37938,             0.23775,             0.22567,            0.086226,            0.063527,            0.026918,            0.011074,            0.008317,            0.008317,            0.008317
                  36,            0.063147,            0.040491,            0.012123,             0.36129,             0.23328,             0.21377,            0.083368,            0.062555,            0.026917,            0.011238,           0.0082675,           0.0082675,           0.0082675
                  37,            0.063162,            0.040557,            0.012056,             0.41215,             0.21016,             0.20867,            0.082253,            0.062946,            0.027478,            0.011265,            0.008218,            0.008218,            0.008218
                  38,            0.063082,            0.040655,            0.011686,             0.40059,             0.24874,             0.23505,            0.095081,            0.061969,            0.027311,            0.011313,           0.0081685,           0.0081685,           0.0081685
                  39,            0.062507,            0.041054,            0.011637,             0.45228,             0.24454,              0.2422,            0.094832,            0.061887,            0.026849,             0.01108,            0.008119,            0.008119,            0.008119
                  40,             0.06235,            0.041469,             0.01157,             0.40575,             0.24178,             0.22904,            0.091537,            0.062912,            0.027066,            0.011557,           0.0080695,           0.0080695,           0.0080695
                  41,            0.062155,            0.040334,            0.011566,             0.39744,             0.23777,             0.24368,             0.09935,            0.061489,            0.026684,            0.010221,             0.00802,             0.00802,             0.00802
                  42,            0.061727,            0.039341,            0.011218,             0.44445,             0.25237,             0.24689,             0.10221,            0.062351,            0.026815,            0.011244,           0.0079705,           0.0079705,           0.0079705
                  43,            0.061079,            0.040268,            0.011128,              0.4262,             0.23625,             0.23941,            0.097259,            0.061356,             0.02685,            0.011149,            0.007921,            0.007921,            0.007921
                  44,             0.06096,            0.039679,            0.010544,             0.43122,             0.24365,             0.24156,            0.098631,            0.061976,            0.026644,            0.010675,           0.0078715,           0.0078715,           0.0078715
                  45,            0.061089,            0.041287,            0.010779,             0.43791,             0.24473,              0.2477,             0.10387,            0.061312,            0.026706,            0.010267,            0.007822,            0.007822,            0.007822
                  46,            0.060439,             0.03975,            0.010579,             0.39832,             0.23297,              0.2307,            0.096503,            0.062315,              0.0271,            0.010906,           0.0077725,           0.0077725,           0.0077725
                  47,            0.060272,            0.038799,            0.010389,             0.41437,             0.23965,             0.24005,            0.097303,            0.060795,            0.026969,            0.010518,            0.007723,            0.007723,            0.007723
                  48,            0.060682,            0.038915,            0.010605,             0.45055,             0.24067,             0.24931,             0.10381,            0.061362,            0.026685,             0.01031,           0.0076735,           0.0076735,           0.0076735
                  49,            0.060603,            0.040811,             0.01037,              0.4149,             0.24866,             0.25069,               0.106,            0.060787,            0.026855,            0.011578,            0.007624,            0.007624,            0.007624
                  50,            0.060015,            0.039487,            0.010317,             0.42727,             0.25814,             0.24625,             0.10467,            0.060484,            0.026926,           0.0099349,           0.0075745,           0.0075745,           0.0075745
                  51,            0.060032,            0.039683,            0.010086,             0.43757,             0.25653,             0.26021,             0.10723,            0.060479,            0.026754,           0.0096559,            0.007525,            0.007525,            0.007525
                  52,            0.059769,            0.040074,           0.0099399,             0.44311,             0.24951,             0.26268,             0.10793,             0.06044,            0.026534,            0.010423,           0.0074755,           0.0074755,           0.0074755
                  53,            0.059195,            0.039021,           0.0094524,             0.47187,             0.25924,              0.2669,             0.11482,            0.059998,            0.026668,           0.0095757,            0.007426,            0.007426,            0.007426
                  54,            0.059212,            0.039416,            0.009561,             0.43569,             0.25805,             0.26415,             0.11237,            0.060402,            0.026697,            0.011245,           0.0073765,           0.0073765,           0.0073765
                  55,            0.059063,             0.03949,           0.0093083,             0.47059,             0.26828,             0.28023,             0.12012,            0.059332,            0.026639,           0.0095202,            0.007327,            0.007327,            0.007327
                  56,            0.059122,            0.038832,           0.0096482,             0.41158,             0.27538,             0.26263,             0.11181,            0.059361,            0.026713,            0.009665,           0.0072775,           0.0072775,           0.0072775
                  57,            0.059414,            0.039458,            0.009554,             0.47642,             0.27648,             0.27739,             0.11857,            0.059297,            0.026506,           0.0096672,            0.007228,            0.007228,            0.007228
                  58,            0.058683,            0.040043,           0.0090487,             0.45388,             0.25288,             0.26007,             0.11045,            0.059885,            0.026749,            0.010042,           0.0071785,           0.0071785,           0.0071785
                  59,             0.05838,              0.0395,            0.008907,             0.45299,             0.26168,             0.27376,             0.11854,             0.05961,            0.026457,           0.0098954,            0.007129,            0.007129,            0.007129
                  60,            0.058904,            0.039478,           0.0090199,             0.44403,             0.27784,             0.28045,             0.11968,            0.059333,            0.026566,            0.010116,           0.0070795,           0.0070795,           0.0070795
                  61,            0.058101,            0.038342,           0.0086396,             0.46523,              0.2602,             0.27594,             0.12162,            0.059075,            0.026723,            0.010142,             0.00703,             0.00703,             0.00703
                  62,            0.057855,            0.040349,           0.0087592,              0.4896,             0.26109,             0.27318,             0.12071,            0.058873,            0.026424,            0.010166,           0.0069805,           0.0069805,           0.0069805
                  63,            0.057696,            0.038652,           0.0088718,             0.49751,             0.27215,             0.28916,             0.12666,            0.058861,            0.026554,            0.010349,            0.006931,            0.006931,            0.006931
                  64,            0.057986,            0.039155,           0.0085005,             0.46856,             0.27247,             0.28178,             0.12288,            0.058774,            0.026541,           0.0095361,           0.0068815,           0.0068815,           0.0068815
                  65,            0.057383,             0.03887,           0.0081199,             0.46869,             0.29003,             0.29495,             0.12793,            0.058659,            0.026453,           0.0097464,            0.006832,            0.006832,            0.006832
                  66,            0.057197,            0.038583,           0.0081499,              0.4684,             0.25523,             0.27381,             0.12425,            0.059165,            0.026462,            0.010144,           0.0067825,           0.0067825,           0.0067825
                  67,            0.057449,            0.039302,           0.0083768,             0.49812,             0.25699,             0.27433,               0.121,            0.059797,            0.026629,            0.010433,            0.006733,            0.006733,            0.006733
                  68,            0.057209,            0.039232,           0.0083411,             0.44614,             0.26422,             0.27524,             0.12228,            0.059014,             0.02652,            0.010784,           0.0066835,           0.0066835,           0.0066835
                  69,            0.057307,            0.038675,           0.0078929,             0.51432,             0.27401,              0.2958,             0.13265,            0.058422,            0.026382,           0.0088372,            0.006634,            0.006634,            0.006634
                  70,             0.05732,            0.039358,           0.0078904,             0.47071,             0.28937,             0.30226,             0.13512,             0.05851,            0.026344,           0.0094592,           0.0065845,           0.0065845,           0.0065845
                  71,            0.056729,            0.039068,           0.0075896,             0.47226,             0.28001,             0.29177,             0.13183,            0.058193,            0.026393,           0.0091545,            0.006535,            0.006535,            0.006535
                  72,            0.056442,            0.038358,           0.0077885,             0.46128,             0.27792,             0.29452,             0.13417,            0.059119,            0.026635,           0.0091155,           0.0064855,           0.0064855,           0.0064855
                  73,            0.056432,            0.038785,           0.0075607,             0.49699,             0.27627,              0.2971,             0.12959,            0.058174,            0.026328,           0.0091611,            0.006436,            0.006436,            0.006436
                  74,            0.056092,            0.037574,           0.0076361,             0.48988,             0.27817,             0.29521,             0.13215,            0.058244,            0.026327,           0.0090189,           0.0063865,           0.0063865,           0.0063865
                  75,            0.056582,            0.038422,           0.0075212,             0.50873,             0.26446,             0.28663,             0.13137,            0.058567,            0.026456,            0.011097,            0.006337,            0.006337,            0.006337
                  76,            0.056177,            0.037654,           0.0073144,             0.51801,              0.2738,             0.29817,             0.13592,            0.058081,            0.026477,           0.0097609,           0.0062875,           0.0062875,           0.0062875
                  77,             0.05585,            0.038022,           0.0072668,             0.51544,             0.28427,             0.30684,             0.13895,            0.058129,            0.026484,            0.010095,            0.006238,            0.006238,            0.006238
                  78,            0.055883,            0.037635,           0.0072202,             0.47566,             0.29662,             0.30629,             0.13919,            0.057924,            0.026314,            0.009585,           0.0061885,           0.0061885,           0.0061885
                  79,             0.05571,            0.038143,           0.0070964,             0.51793,              0.2799,             0.31152,             0.13986,            0.057812,            0.026469,           0.0097746,            0.006139,            0.006139,            0.006139
                  80,            0.055626,            0.037328,           0.0072958,             0.50725,              0.2732,             0.29453,             0.13459,            0.057637,            0.026273,           0.0095509,           0.0060895,           0.0060895,           0.0060895
                  81,            0.055379,            0.038169,           0.0071591,             0.54717,             0.26864,             0.29473,             0.13339,             0.05781,            0.026395,            0.009253,             0.00604,             0.00604,             0.00604
                  82,            0.055237,            0.038507,           0.0071452,             0.52331,             0.29313,             0.31417,              0.1403,            0.057722,             0.02626,           0.0092949,           0.0059905,           0.0059905,           0.0059905
                  83,            0.055328,            0.037679,           0.0071358,             0.53897,             0.27827,             0.31112,             0.14312,            0.057687,            0.026212,           0.0090458,            0.005941,            0.005941,            0.005941
                  84,            0.055253,            0.038167,           0.0071248,             0.53147,             0.28891,             0.30416,             0.13773,            0.057692,            0.026222,           0.0098214,           0.0058915,           0.0058915,           0.0058915
                  85,            0.055287,            0.036697,           0.0069947,             0.49215,             0.27588,             0.30062,             0.13926,             0.05785,            0.026297,           0.0093985,            0.005842,            0.005842,            0.005842
                  86,            0.055232,            0.036284,            0.006409,             0.50202,              0.2941,             0.30787,             0.13929,            0.057963,            0.026416,            0.009985,           0.0057925,           0.0057925,           0.0057925
                  87,            0.054711,            0.037196,           0.0066878,             0.53053,             0.29571,             0.31654,             0.14685,            0.057533,            0.026288,           0.0095005,            0.005743,            0.005743,            0.005743
                  88,            0.054329,            0.037359,           0.0067456,             0.54866,              0.2916,             0.31886,             0.14633,            0.057124,            0.026217,           0.0089463,           0.0056935,           0.0056935,           0.0056935
                  89,            0.054124,            0.036973,           0.0066304,             0.53375,             0.28905,              0.3192,             0.14679,            0.057348,            0.026313,           0.0094019,            0.005644,            0.005644,            0.005644
                  90,            0.054362,            0.036792,            0.006367,             0.49521,             0.28621,             0.31197,             0.14551,            0.057572,            0.026129,            0.009923,           0.0055945,           0.0055945,           0.0055945
                  91,            0.054363,            0.037243,           0.0066626,             0.51728,             0.28627,             0.30785,             0.14461,             0.05754,            0.026297,           0.0096993,            0.005545,            0.005545,            0.005545
                  92,            0.054145,            0.037645,           0.0066776,             0.56022,              0.2898,             0.31749,             0.14447,            0.056866,            0.026361,           0.0090559,           0.0054955,           0.0054955,           0.0054955
                  93,            0.054058,            0.038566,           0.0062998,             0.54077,             0.29199,             0.32234,             0.14735,            0.057534,            0.026525,           0.0091588,            0.005446,            0.005446,            0.005446
                  94,            0.054344,            0.038553,           0.0061974,             0.49275,              0.2939,             0.30801,             0.14514,            0.057634,            0.026554,           0.0099293,           0.0053965,           0.0053965,           0.0053965
                  95,            0.053925,            0.035747,           0.0061464,             0.55444,             0.29603,             0.32159,             0.14505,            0.057298,            0.026313,           0.0093074,            0.005347,            0.005347,            0.005347
                  96,            0.053704,            0.036485,           0.0061299,             0.53625,             0.28987,             0.31858,             0.14468,            0.057272,            0.026379,            0.010323,           0.0052975,           0.0052975,           0.0052975
                  97,            0.054013,            0.037149,           0.0063741,             0.51773,             0.29958,             0.31984,             0.14835,            0.056934,            0.026195,           0.0089739,            0.005248,            0.005248,            0.005248
                  98,            0.053877,            0.037659,           0.0063031,             0.53568,             0.29946,             0.32189,             0.15094,            0.056779,            0.026215,           0.0090487,           0.0051985,           0.0051985,           0.0051985
                  99,            0.053123,            0.036596,           0.0058626,             0.53124,             0.29397,             0.32025,             0.14849,            0.056906,            0.026273,           0.0088778,            0.005149,            0.005149,            0.005149
                 100,            0.053656,            0.036899,           0.0061427,             0.53939,             0.29687,             0.32102,             0.14555,            0.056702,            0.026129,           0.0088233,           0.0050995,           0.0050995,           0.0050995
                 101,            0.053245,            0.036174,           0.0061815,             0.50403,             0.29322,             0.31642,             0.14639,            0.057378,            0.026215,             0.00963,             0.00505,             0.00505,             0.00505
                 102,            0.053042,            0.037252,           0.0058907,             0.48953,             0.29524,             0.31375,             0.14582,            0.056922,            0.026067,           0.0090252,           0.0050005,           0.0050005,           0.0050005
                 103,            0.053178,            0.037651,           0.0056608,             0.55322,             0.29344,              0.3231,              0.1495,            0.057047,            0.026093,           0.0088807,            0.004951,            0.004951,            0.004951
                 104,            0.052929,            0.036359,           0.0058685,             0.55109,             0.29228,             0.31893,              0.1476,            0.057152,            0.026367,           0.0091514,           0.0049015,           0.0049015,           0.0049015
                 105,            0.052777,             0.03467,           0.0058804,             0.53662,             0.29303,             0.32119,             0.14922,            0.057066,            0.026267,           0.0090885,            0.004852,            0.004852,            0.004852
                 106,             0.05259,            0.036744,           0.0054979,             0.51938,             0.31065,             0.32536,             0.14887,            0.056861,            0.026251,            0.009136,           0.0048025,           0.0048025,           0.0048025
                 107,            0.053027,            0.036963,           0.0056931,             0.55547,             0.28581,             0.31521,             0.14593,             0.05771,            0.026711,            0.011118,            0.004753,            0.004753,            0.004753
                 108,            0.052352,             0.03638,           0.0056832,             0.55191,             0.29857,             0.33118,              0.1531,            0.056777,            0.026173,           0.0088113,           0.0047035,           0.0047035,           0.0047035
                 109,            0.052635,            0.036931,           0.0057986,              0.5514,             0.29352,             0.32605,             0.14983,            0.057303,            0.026327,           0.0093229,            0.004654,            0.004654,            0.004654
                 110,            0.051986,            0.035595,           0.0053686,             0.57595,             0.29399,             0.32936,             0.15311,            0.056877,            0.026323,           0.0090763,           0.0046045,           0.0046045,           0.0046045
                 111,            0.052412,            0.035222,           0.0057286,             0.56054,              0.3018,             0.32935,             0.15394,            0.056841,            0.026204,           0.0089244,            0.004555,            0.004555,            0.004555
                 112,             0.05202,            0.034753,           0.0057388,             0.59186,             0.29951,             0.33809,             0.15626,            0.056852,            0.026101,           0.0092664,           0.0045055,           0.0045055,           0.0045055
                 113,              0.0525,            0.036671,           0.0056747,             0.54129,             0.30174,             0.32859,             0.15423,            0.056898,            0.026461,           0.0095571,            0.004456,            0.004456,            0.004456
                 114,            0.052313,            0.036355,           0.0052692,             0.55623,             0.31387,             0.33823,             0.15741,            0.056796,            0.026333,           0.0089056,           0.0044065,           0.0044065,           0.0044065
                 115,            0.051947,            0.037183,           0.0053457,             0.56941,             0.30329,              0.3312,             0.15421,             0.05685,            0.026446,           0.0092584,            0.004357,            0.004357,            0.004357
                 116,            0.051896,            0.035955,           0.0056371,             0.55735,             0.29957,             0.32633,             0.15196,            0.056817,             0.02635,           0.0099113,           0.0043075,           0.0043075,           0.0043075
                 117,            0.052114,            0.035756,           0.0057607,             0.53558,             0.30514,             0.32646,             0.15483,            0.056964,            0.026258,           0.0093513,            0.004258,            0.004258,            0.004258
                 118,            0.052184,            0.036004,           0.0054166,             0.58097,             0.29049,               0.327,             0.15083,            0.056575,            0.026635,           0.0091141,           0.0042085,           0.0042085,           0.0042085
                 119,            0.052017,             0.03545,           0.0054425,              0.5551,             0.30621,              0.3352,             0.15707,            0.056851,            0.026428,           0.0091783,            0.004159,            0.004159,            0.004159
                 120,             0.05189,            0.036519,           0.0054938,             0.59095,             0.29175,             0.32991,             0.15593,            0.056724,            0.026489,           0.0093269,           0.0041095,           0.0041095,           0.0041095
                 121,            0.051955,             0.03638,           0.0054002,              0.5304,             0.30113,              0.3257,             0.15436,            0.056658,            0.026564,           0.0094794,             0.00406,             0.00406,             0.00406
                 122,            0.051559,            0.036264,           0.0049677,             0.56493,             0.30889,             0.33486,             0.15563,            0.056403,            0.026585,            0.009045,           0.0040105,           0.0040105,           0.0040105
                 123,            0.051545,            0.035551,           0.0051622,             0.53577,             0.30948,             0.33329,             0.15742,            0.056745,            0.026338,           0.0096186,            0.003961,            0.003961,            0.003961
                 124,            0.051573,            0.036216,           0.0050684,             0.55793,             0.30319,             0.33042,             0.15488,              0.0566,            0.026336,           0.0091521,           0.0039115,           0.0039115,           0.0039115
                 125,             0.05121,            0.035162,           0.0050822,              0.5536,             0.31214,             0.33847,             0.15903,            0.056529,            0.026429,           0.0088953,            0.003862,            0.003862,            0.003862
                 126,            0.051508,            0.035674,           0.0050555,             0.56129,             0.31029,             0.33845,             0.15867,            0.056604,            0.026474,             0.00934,           0.0038125,           0.0038125,           0.0038125
                 127,            0.050879,            0.035502,           0.0050845,             0.57372,             0.31526,             0.33839,              0.1595,            0.056221,            0.026424,           0.0092651,            0.003763,            0.003763,            0.003763
                 128,            0.051249,            0.034455,           0.0050179,             0.56316,             0.32124,             0.34418,             0.16165,            0.056416,            0.026281,           0.0089096,           0.0037135,           0.0037135,           0.0037135
                 129,            0.051222,            0.034955,           0.0051788,             0.59289,             0.31688,              0.3462,             0.16197,             0.05617,            0.026338,           0.0086845,            0.003664,            0.003664,            0.003664
                 130,            0.050707,            0.035161,           0.0049565,             0.57726,             0.29946,             0.33193,             0.15498,            0.056407,            0.026548,           0.0092183,           0.0036145,           0.0036145,           0.0036145
                 131,            0.050878,            0.035685,           0.0050084,             0.56046,             0.31634,             0.34067,             0.16065,            0.056773,            0.026605,           0.0092494,            0.003565,            0.003565,            0.003565
                 132,            0.051086,            0.034975,           0.0049123,             0.56454,             0.30903,             0.34198,             0.16133,             0.05626,            0.026312,           0.0092628,           0.0035155,           0.0035155,           0.0035155
                 133,            0.050517,            0.035975,           0.0050109,             0.54498,             0.30765,             0.33751,             0.15962,            0.056724,            0.026801,           0.0091191,            0.003466,            0.003466,            0.003466
                 134,            0.050442,            0.034989,           0.0047057,             0.57158,             0.30952,             0.33949,             0.15786,            0.056833,            0.026629,           0.0093985,           0.0034165,           0.0034165,           0.0034165
                 135,             0.05087,            0.034828,           0.0048024,             0.58136,             0.31683,             0.34352,             0.16211,            0.056288,            0.026443,           0.0090788,            0.003367,            0.003367,            0.003367
                 136,            0.050817,            0.035179,           0.0048939,             0.60196,             0.31156,             0.34685,             0.16288,            0.056567,            0.026649,           0.0091204,           0.0033175,           0.0033175,           0.0033175
                 137,            0.050244,            0.034208,            0.004736,             0.60336,              0.3111,             0.34828,             0.16458,             0.05684,            0.026732,           0.0095657,            0.003268,            0.003268,            0.003268
                 138,             0.05025,            0.034889,           0.0046461,             0.57915,             0.30623,             0.33966,             0.15967,            0.056769,            0.026765,           0.0094641,           0.0032185,           0.0032185,           0.0032185
                 139,            0.050675,              0.0358,           0.0047793,             0.57644,             0.30465,             0.33553,             0.15821,            0.056658,            0.026686,           0.0093065,            0.003169,            0.003169,            0.003169
                 140,            0.050502,            0.034987,           0.0046225,             0.59307,             0.31332,             0.34728,             0.16297,            0.056496,            0.026633,            0.009387,           0.0031195,           0.0031195,           0.0031195
                 141,            0.050654,            0.035425,           0.0049899,             0.56433,             0.30931,              0.3406,             0.15789,            0.056641,            0.026583,           0.0094313,             0.00307,             0.00307,             0.00307
                 142,            0.049827,            0.032621,            0.004693,             0.59634,             0.30834,             0.34438,             0.16253,            0.056545,            0.026369,           0.0092343,           0.0030205,           0.0030205,           0.0030205
                 143,            0.050217,             0.03531,           0.0044745,             0.59075,              0.3077,             0.34207,             0.16117,            0.056872,            0.026651,           0.0094682,            0.002971,            0.002971,            0.002971
                 144,            0.050389,            0.036259,           0.0047653,             0.51194,             0.32526,             0.34461,             0.16049,            0.056543,             0.02665,           0.0092971,           0.0029215,           0.0029215,           0.0029215
                 145,            0.049381,            0.034058,           0.0044705,             0.59801,             0.30968,             0.34943,             0.16258,            0.056703,            0.026678,           0.0093959,            0.002872,            0.002872,            0.002872
                 146,            0.049835,            0.034352,           0.0045522,             0.59864,             0.31003,             0.34735,             0.16523,            0.056234,            0.026521,           0.0093509,           0.0028225,           0.0028225,           0.0028225
                 147,            0.049799,            0.033957,           0.0044274,             0.57503,             0.31261,             0.34148,             0.16203,            0.056571,            0.026849,           0.0094346,            0.002773,            0.002773,            0.002773
                 148,            0.049472,            0.034148,           0.0042505,             0.57018,             0.31998,             0.34321,             0.16216,             0.05633,             0.02659,           0.0095936,           0.0027235,           0.0027235,           0.0027235
                 149,            0.049379,            0.034184,           0.0043432,             0.61511,             0.30735,             0.34659,             0.16284,            0.056538,            0.026532,           0.0095906,            0.002674,            0.002674,            0.002674
                 150,            0.049412,            0.034342,           0.0043672,             0.57673,             0.31273,             0.34443,             0.16269,            0.056606,            0.026585,           0.0099377,           0.0026245,           0.0026245,           0.0026245
                 151,            0.049704,            0.034422,           0.0046392,             0.62755,             0.30967,             0.35006,             0.16616,            0.056572,            0.026687,           0.0096353,            0.002575,            0.002575,            0.002575
                 152,            0.049342,            0.034582,            0.004613,             0.56095,             0.31732,             0.34917,             0.16486,            0.056729,            0.026664,           0.0093455,           0.0025255,           0.0025255,           0.0025255
                 153,            0.049558,            0.034429,           0.0046478,             0.54309,             0.32708,             0.35097,             0.16462,            0.056707,            0.026559,           0.0095108,            0.002476,            0.002476,            0.002476
                 154,            0.049539,            0.033914,           0.0044258,             0.57351,             0.32409,             0.35344,             0.16398,            0.056591,             0.02655,           0.0094272,           0.0024265,           0.0024265,           0.0024265
                 155,            0.049205,            0.033412,           0.0041324,             0.60287,             0.30722,             0.34906,             0.16233,            0.056901,            0.026826,           0.0093944,            0.002377,            0.002377,            0.002377
                 156,            0.049111,            0.035216,           0.0044152,             0.60842,             0.30869,             0.35152,             0.16443,            0.056571,            0.026655,           0.0095268,           0.0023275,           0.0023275,           0.0023275
                 157,            0.048863,            0.033013,           0.0042689,             0.61322,             0.31634,              0.3528,              0.1648,            0.056872,            0.026875,           0.0091585,            0.002278,            0.002278,            0.002278
                 158,            0.049287,            0.034134,           0.0043433,             0.61878,              0.3187,             0.35493,             0.16566,            0.056662,            0.026669,           0.0091065,           0.0022285,           0.0022285,           0.0022285
                 159,            0.048652,            0.034827,           0.0039992,             0.61329,             0.31115,             0.35136,             0.16612,            0.056663,            0.026787,           0.0094719,            0.002179,            0.002179,            0.002179
                 160,            0.049195,            0.034454,           0.0042254,             0.60557,             0.31694,             0.35563,             0.16512,            0.056505,            0.026806,           0.0092831,           0.0021295,           0.0021295,           0.0021295
                 161,            0.048859,             0.03513,            0.004213,             0.62984,             0.31475,             0.35208,             0.16527,            0.056386,            0.026864,           0.0094363,             0.00208,             0.00208,             0.00208
